ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,ph_deviation,organic_turbidity_ratio,chloramine_organic_ratio,Potability
7.822491882508682,208.63671975933647,22308.82172880119,5.850327619082905,400.3224341668411,502.789395890753,16.135732332906514,60.393981704989955,3.835332168411456,0.8224918825086824,4.207126636560161,0.3625696767776895,0
6.037428193759539,227.03399369193497,12988.791228835704,8.47690539073455,392.38052852102254,306.38628263043836,7.122391112549337,41.19050735980774,3.5942173638562394,0.9625718062404607,1.9816244845256754,1.1901767351166501,1
8.445219158974174,228.5228602396304,28966.569326843928,6.179855164933626,333.073545745888,361.7053539670713,14.554220040506436,60.612230200646,4.400705861502303,1.445219158974174,3.30724597173872,0.4246091321365962,0
6.745306715080959,218.42463701923356,21871.838700042495,7.165509192468924,333.073545745888,373.05010163921327,16.826619464762302,74.08607997264363,3.9023525898765015,0.25469328491904086,4.311915636864372,0.4258436331570366,0
6.506487766502467,202.28593794959164,17087.076901837234,6.201982767323312,326.66236831259846,481.77193425228,16.535185927180066,46.20574791071063,3.5487755887477364,0.49351223349753326,4.659404590192833,0.37507787451308877,0
7.740453870226316,182.5410725181184,19713.504368329777,8.85438613128691,382.3415895837468,489.047044090182,8.866966526343731,57.87745539989074,3.5413166704565295,0.7404538702263164,2.503860808736948,0.9985810938159589,0
6.775631133267148,154.3725427775486,15525.393963108943,6.084132842086124,343.03216098405863,597.979273674631,17.11854324946762,56.12402405384072,3.0175443059239453,0.22436886673285183,5.673002892735715,0.35541181267649774,1
6.883015402442057,210.5022172113451,14298.410462069063,7.243682989120733,316.75388888064873,570.424258610733,15.958333509435874,70.61583215486607,4.102291769099022,0.1169845975579431,3.8901010746097406,0.45391221651843894,0
7.036752103833548,219.07464565263655,31044.73818002603,6.7723267260528495,267.1579598616741,411.47115105478895,16.208927936228747,70.85267244163853,1.984614866576952,0.03675210383354788,8.167287286776439,0.41781457323290194,0
7.036752103833548,161.8264761362667,29299.123352787596,7.028796693518548,350.43094029709073,375.78071638776333,19.762576497699683,86.69845684819254,3.4975773906550995,0.03675210383354788,5.650359846258695,0.35566194208911683,1
7.036752103833548,233.99317189415805,27197.3024410022,7.29745250363261,301.84878612891976,490.76619055917985,16.022780228681597,58.52466717651293,3.1983438599807616,0.03675210383354788,5.009710000058585,0.45544231051284634,0
6.373288071168332,180.95890483421687,17502.87944209258,6.4716394042567735,367.7325204343055,411.58131001502375,11.598645594155528,66.62248509808484,4.538108781438108,0.6267119288316678,2.55583186673813,0.5579650480529155,1
8.659113026830287,117.1251603715048,23514.63664741336,8.735315343467212,333.0272047391256,318.64067926297173,16.559076271475135,52.86637311712821,2.89577427975715,1.659113026830287,5.7183568031784,0.5275242817131345,1
7.036752103833548,215.57846419863796,25338.61934219312,5.787190934365635,267.1579598616741,429.3502679728248,11.85446067629846,71.1653521626358,3.1340001497974344,0.03675210383354788,3.782532331573864,0.48818673444585114,0
8.285395274908012,196.55206780599016,19096.82236947592,7.3578572545432035,342.9368809897122,388.94116300743104,14.1514730717181,73.18701322910556,5.438487906597953,1.2853952749080122,2.6020965225376465,0.5199357478418433,0
6.798097459929966,198.1163807723567,35883.78011032254,7.051813574611174,333.073545745888,470.4935448476128,10.888638899272792,58.47380387821696,3.5716225992273714,0.2019025400700336,3.0486524116450195,0.6476303413323584,0
6.5480205581308315,276.39283372089034,25508.38694882565,6.749377795488941,366.8715020205729,497.3217528000844,16.563166510560848,79.32367839549264,3.6118603716661046,0.4519794418691685,4.5857702736028525,0.4074931797426711,1
8.567043820038332,160.21786704107768,23683.110189971605,4.286930404603043,360.28628191117775,490.51253888233583,9.02716717199712,67.47622913468437,2.8049268236561344,1.5670438200383323,3.2183242277623005,0.47489205063237766,0
6.9417194379777,173.33438935151418,20111.82125592225,6.697194091092364,333.073545745888,374.48533241563973,19.93748613178775,66.62248509808484,4.563183171238155,0.0582805620222997,4.369204788501446,0.3359096383021385,1
7.744098531468294,219.6587223115468,30809.705704277247,6.790681061804655,333.073545745888,405.03224707684046,12.758777113920187,70.37182369356944,5.104188246479326,0.7440985314682944,2.4996677234725775,0.5322360026306775,0
