ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,ph_deviation,organic_turbidity_ratio,chloramine_organic_ratio,Potability
0.5375034572650121,0.38079587107137053,0.05549622735370124,-0.8097428575956193,2.0946289933074675,0.9295342494844149,0.5678638811197033,-0.374120288648484,-0.1781926232312982,-0.22252575173782457,0.3758754823798822,-0.8698900981519858,0
-0.7469908822904173,0.9604592575476496,-1.0301912519636505,0.8720041378160975,1.844551573733122,-1.5060644471416837,-2.1800108630985915,-1.6138650735902385,-0.48860415676599,-0.07275637570044267,-1.4512078324340145,3.4220372400601553,1
0.9856049265561184,1.0073706330161174,0.8310551922816528,-0.5987527372492625,-0.022926822079164765,-0.8200516044252337,0.08571219289317693,-0.36003052398155794,0.549670252780165,0.44327612160040947,-0.3629047279721291,-0.5481566960262292,0
-0.23761636559326474,0.6891946744053922,0.0045922090675757955,0.03234249138377314,-0.022926822079164765,-0.6793651754519912,0.7784929091702695,0.5098191025842439,-0.09191043975657136,-0.8295994808664291,0.4619047112695633,-0.5417546376758411,0
-0.40946546518623855,0.18069471999345763,-0.552783217530724,-0.584584860997451,-0.224804152338617,0.6688963129298862,0.6896442971004509,-1.290089375169804,-0.547105961016416,-0.5742612142423575,0.7471847179090436,-0.8050232325647471,0
0.47847062663311485,-0.44142873174500397,-0.24683149175936456,1.1136977621592776,1.5284420583776814,0.7591150866797733,-1.6481465298009084,-0.5365830965152387,-0.5567085827614994,-0.3102384059394608,-1.0224644706341237,2.4284321680696617,0
-0.2157955511562369,-1.3289659506448157,-0.7347031815530639,-0.6600418909838534,0.2906534333859305,2.109985711855697,0.8674909816516057,-0.6497817462983329,-1.2310138507336208,-0.8620214658979062,1.5793243520167044,-0.9070104106355096,1
-0.1385240864001965,0.4395741756427948,-0.8776341112761908,0.08239566287484086,-0.5368057145269161,1.7682754524760995,0.5137807464916666,0.28578559920809155,0.1654915366613357,-0.9768336000146512,0.11560518154930526,-0.3961924181903359,0
-0.027898384939835492,0.7096752198958608,1.0731404412317997,-0.21940464463497256,-2.0984991548144736,-0.2029050199780119,0.5901788412260305,0.3010756193946696,-2.5608086424400036,-1.0626158463416444,3.6270713715315526,-0.5833929265731107,0
-0.027898384939835492,-1.0941065758747863,0.8697943082282106,-0.05519188008105713,0.5236287067168703,-0.6455027706654557,1.6735707702743683,1.3240534528961987,-0.613018592194187,-1.0626158463416444,1.5607349597858773,-0.9057132524572488,1
-0.027898384939835492,1.1797298309256241,0.6249538382639509,0.11682324406092336,-1.0061426471062347,0.78043425433294,0.5334284562403087,-0.49480016648926956,-0.9982522542787983,-1.0626158463416444,1.0347769670873506,-0.3882574299873454,0
-0.5053131684169817,-0.4912798499586987,-0.5043465078198223,-0.4119289267813812,1.0684267323080532,-0.20153893664299904,-0.8153463798635743,0.027981667527932786,0.7265629623261292,-0.4318479780903945,-0.9797974919298437,0.14342017667747484,1
1.13951846155123,-2.5025606854933793,0.19596123543668467,1.0374590374512846,-0.024386023423079543,-1.3540974443244813,0.6969276864800552,-0.8600903439695233,-1.3877807511764273,0.6719652176079974,1.6165588129924626,-0.01444406086546332,1
-0.027898384939835492,0.5995171394767073,0.408436417167178,-0.8501680568680386,-2.0984991548144736,0.018814244750123728,-0.7373566770191903,0.32126170897906065,-1.0810884359399058,-1.0626158463416444,0.02729385126517796,-0.2184465434850797,0
0.8705990162893513,3.129142071099219e-05,-0.3186685876657039,0.15549923890443584,0.28765322459652565,-0.4822998249392547,-0.03707226592043158,0.45177682926532625,1.885712295852379,0.2723970780174517,-0.9418153310949821,-0.05379780446996047,0
-0.1996292543395586,0.04931984117622948,1.6368389436813409,-0.04045461585874886,-0.022926822079164765,0.5290327940780206,-1.0318043411673916,-0.4980838175450057,-0.5176926880622761,-0.8860418082603496,-0.5752037718232463,0.6084197433646332,0
-0.37957934062451326,2.5156631681133277,0.42821259331974454,-0.23409840144671004,1.041314692362626,0.8617299048170339,0.6981746674171642,0.8479498602601461,-0.46589052406090803,-0.6186668658272437,0.6867327290775396,-0.6369191386115578,1
1.0732673940307793,-1.1447908130639486,0.21558666646423355,-1.8107558854463939,0.8339570472672475,0.7772887151239994,-1.5993065605335555,0.08309798127534258,-1.5047378920623322,0.5735275022941966,-0.43590732408058336,-0.28739208513675985,0
-0.09628189536250098,-0.7315139455717989,-0.20043168033584996,-0.2675106190576172,-0.022926822079164765,-0.6615668516352561,1.7268950319749605,0.027981667527932786,0.7588437665041929,-1.0395982456457014,0.5089377159243796,-1.0081476768157736,1
0.481093248315705,0.7280783732818497,1.0457615805988483,-0.20765271810284228,-0.022926822079164765,-0.2827539891519683,-0.4616599915203881,0.2700328134394031,1.4553344501245975,-0.3063416402535808,-1.025906891984793,0.009990679766903845,0
-0.027898384939835492,0.8277224891806635,0.2384322248722121,-1.3014598441748988,-0.022926822079164765,-0.558977772580979,0.4826015603226261,0.0052565816243037,0.33656483915608204,-1.0626158463416444,-0.004424488387492905,-1.0879015378422505,0
-0.9836681560940871,-0.2983603049971103,-1.1228215212003458,0.7513749581952978,0.5595983775550131,1.8548165991716405,0.02578385188892583,0.027981667527932786,-0.8103676167550765,0.278905430997849,0.44652986888914314,0.24363027541890878,0
0.6082400025289061,-0.7307967826171977,-0.9759252806418601,-0.10699158327276397,0.7231759506962301,0.5398855420290506,0.6721613037066516,0.11694458691487217,-0.7716919305012144,-0.11742338636356729,0.930994047497443,-0.5634983229416993,0
0.4811166073185576,-0.34606798151743917,1.0197712112482993,0.5927487730525973,-0.022926822079164765,-1.4063658212151744,0.8717060052014882,-0.4078437824489506,1.5885743253108957,-0.30630693278457116,-0.3772071611034834,-0.3162290411154044,1
-0.027898384939835492,0.28719459291045346,0.6072074922026984,-1.972744874160535,-1.1206018207937574,1.0903201546656862,-1.590044194413956,-1.172338689272488,0.12058990555233944,-1.0626158463416444,-1.2498784633707494,-0.44050758941095025,1
-0.027898384939835492,-1.6000731666008265,-1.0026828624361601,0.5067491934000626,-0.9383417449699673,-1.5977776216896495,-0.47057809536290124,-1.075038968983592,0.04007206774796792,-1.0626158463416444,-0.46859412392559396,0.4708902935373517,0
-0.027898384939835492,-0.7913607352773555,2.0240284453584727,-1.5395460599618402,0.6500124796699983,-0.5722784653589698,1.8106123365978504,2.0161467416858536,-1.4949834940584263,-1.0626158463416444,2.8218757435883006,-1.541551250901843,0
0.7117573740107224,0.5755147883286094,0.6221104567488692,-0.4775346526599245,-2.0984991548144736,0.7744093680956141,-0.5531040037716008,-0.050973245927129054,-0.8363373856694664,0.036385660423709304,-0.0010433790501734159,-0.0990090337579654,1
-0.848448440068862,-0.989840507006157,0.1385938246620537,0.2700764841424925,0.7228003471644321,-0.323569781162857,1.247060023086573,0.8996654757073036,0.3952941776088326,0.07799214146035856,0.44371436677438586,-0.6217329615444269,1
-1.5534141797431884,-0.1601861251485945,0.18555808491341688,-0.16481692813117552,-0.022926822079164765,-1.3816082110500354,1.222116134681466,-1.4690779293425589,-0.46414990596837585,1.1254502336129615,1.0758125748962815,-0.8048811641077244,0
-0.027898384939835492,0.7698718604653763,0.5428768020656383,-1.3863413467720889,-0.022926822079164765,-0.4819543577400176,2.076902510908522,0.2632239100211395,1.1607701363871945,-1.0626158463416444,0.4725649897545251,-1.5327675794995541,0
-0.8287985513832352,0.12635187867943823,1.3365555939390061,0.20171479952400437,-0.022926822079164765,-0.34579970935814314,-0.14487444554444792,-0.17596311321796468,-0.11494490736506735,0.0487957794879795,-0.16191204259277192,0.04243186628838071,0
-1.6673243385156056,-0.41595815330431,-0.03075191908079901,-1.526203255897225,-0.022926822079164765,-0.2962472756271831,1.339939931321486,0.04669809997116047,0.7326043254619735,1.2947011785449476,0.29565097339082574,-1.4358107655864571,0
-0.027898384939835492,-0.17713290533059045,-0.1364101331945347,1.9595710573142908,-1.0849645677624582,0.5360901519032278,-1.538693384550189,-0.39803650924268646,1.2814856704740536,-1.0626158463416444,-1.553806941493044,2.9695052828950685,0
0.8429129234055853,-2.4425990098346526,-1.6407386507873924,1.2864705176813052,-0.022926822079164765,1.8776947873016576,-0.3877444260901755,0.42703294525257113,0.15818926456391422,0.2312602959029244,-0.4725861101704016,0.8893257553911686,1
0.20667314144480997,-0.3421432488300938,-0.6481449752769036,-1.1512098857670998,-0.5316177077698778,-0.10633460360838383,0.5338753499625658,-0.09749210729123556,0.559721408520459,-0.7140828188874413,-0.09395752554970224,-1.029403707256527,0
